DID,Dist,PID,Dir,Apara,r,slope,cant,LW,RW
66,27.65,67,0,0,0,0,0,0,0
67,28.65,68,0,0,0,0,0,0,0
68,29.65,69,0,0,0,0,0,0,0
69,30.64,70,0,0,0,0,0,0,0
70,31.65,71,0,0,0,0,0,0,0
71,32.65,72,0,0,0,0,0,0,0
72,33.65,73,0,0,0,0,0,0,0
73,34.65,74,0,0,0,0,0,0,0
74,35.64,75,0,0,0,0,0,0,0
75,36.65,76,0,0,0,0,0,0,0
76,37.65,77,0,0,0,0,0,0,0
77,37.92,78,0,0,0,0,0,0,0
78,38.92,79,0,0,0,0,0,0,0
79,39.92,80,0,0,0,0,0,0,0
80,40.92,81,0,0,0,0,0,0,0
81,41.92,82,0,0,0,0,0,0,0
82,42.91,83,0,0,0,0,0,0,0
83,43.92,84,0,0,0,0,0,0,0
84,44.92,85,0,0,0,0,0,0,0
85,45.92,86,0,0,0,0,0,0,0
86,46.92,87,0,0,0,0,0,0,0
87,47.92,88,0,0,0,0,0,0,0
88,48.92,89,0,0,0,0,0,0,0
89,49.91,90,0,0,0,0,0,0,0
90,50.92,91,0,0,0,0,0,0,0
91,51.92,92,0,0,0,0,0,0,0
92,52.91,93,0,0,0,0,0,0,0
93,53.92,94,0,0,0,0,0,0,0
94,54.92,95,0,0,0,0,0,0,0
95,55.92,96,0,0,0,0,0,0,0
96,56.92,97,0,0,0,0,0,0,0
97,57.91,98,0,0,0,0,0,0,0
98,58.92,99,0,0,0,0,0,0,0
99,59.92,100,0,0,0,0,0,0,0
100,60.92,101,0,0,0,0,0,0,0
101,61.91,102,0,0,0,0,0,0,0
102,62.92,103,0,0,0,0,0,0,0
103,63.91,104,0,0,0,0,0,0,0
104,64.92,105,0,0,0,0,0,0,0
105,65.92,106,0,0,0,0,0,0,0
106,66.92,107,0,0,0,0,0,0,0
107,67.92,108,0,0,0,0,0,0,0
108,68.92,109,0,0,0,0,0,0,0
109,69.92,110,0,0,0,0,0,0,0
110,70.92,111,0,0,0,0,0,0,0
111,71.92,112,0,0,0,0,0,0,0
112,72.45,113,0,0,0,0,0,0,0
113,73.45,114,0,0,0,0,0,0,0
114,74.45,115,0,0,0,0,0,0,0
115,75.45,116,0,0,0,0,0,0,0
116,76.44,117,0,0,0,0,0,0,0
117,77.44,118,0,0,0,0,0,0,0
118,78.45,119,0,0,0,0,0,0,0
119,79.45,120,0,0,0,0,0,0,0
120,80.45,121,0,0,0,0,0,0,0
121,81.45,122,0,0,0,0,0,0,0
122,82.45,123,0,0,0,0,0,0,0
123,83.45,124,0,0,0,0,0,0,0
124,84.44,125,0,0,0,0,0,0,0
125,85.44,126,0,0,0,0,0,0,0
126,86.44,127,0,0,0,0,0,0,0
127,87.45,128,0,0,0,0,0,0,0
128,88.45,129,0,0,0,0,0,0,0
129,89.45,130,0,0,0,0,0,0,0
130,90.45,131,0,0,0,0,0,0,0
131,91.36,132,0,0,0,0,0,0,0
132,92.36,133,0,0,0,0,0,0,0
133,93.36,134,0,0,0,0,0,0,0
134,94.36,135,0,0,0,0,0,0,0
135,95.36,136,0,0,0,0,0,0,0
136,96.36,137,0,0,0,0,0,0,0
137,97.36,138,0,0,0,0,0,0,0
138,98.36,139,0,0,0,0,0,0,0
139,99.36,140,0,0,0,0,0,0,0
140,100.36,141,0,0,0,0,0,0,0
141,101.36,142,0,0,0,0,0,0,0
142,102.36,143,0,0,0,0,0,0,0
143,103.36,144,0,0,0,0,0,0,0
144,104.36,145,0,0,0,0,0,0,0
145,105.36,146,0,0,0,0,0,0,0
146,106.36,147,0,0,0,0,0,0,0
147,107.35,148,0,0,0,0,0,0,0
148,0,150,0,0,0,0,0,0,0
149,1,151,0,0,0,0,0,0,0
150,2,152,0,0,0,0,0,0,0
151,3,153,0,0,0,0,0,0,0
152,4,154,0,0,0,0,0,0,0
153,5,155,0,0,0,0,0,0,0
154,6,156,0,0,0,0,0,0,0
155,7,157,0,0,0,0,0,0,0
156,8,158,0,0,0,0,0,0,0
157,9,159,0,0,0,0,0,0,0
158,10.01,160,0,0,0,0,0,0,0
159,11,161,0,0,0,0,0,0,0
160,13,162,0,0,0,0,0,0,0
161,14,163,0,0,0,0,0,0,0
162,15,164,0,0,0,0,0,0,0
163,16,165,0,0,0,0,0,0,0
164,17,166,0,0,0,0,0,0,0
165,18,167,0,0,0,0,0,0,0
166,0,169,0,0,0,0,0,0,0
167,1,170,0,0,0,0,0,0,0
168,2,171,0,0,0,0,0,0,0
169,3,172,0,0,0,0,0,0,0
170,4,173,0,0,0,0,0,0,0
171,5,174,0,0,0,0,0,0,0
172,6,175,0,0,0,0,0,0,0
173,7,176,0,0,0,0,0,0,0
174,8,177,0,0,0,0,0,0,0
175,9,178,0,0,0,0,0,0,0
176,10,179,0,0,0,0,0,0,0
177,11,180,0,0,0,0,0,0,0
178,12,181,0,0,0,0,0,0,0
179,13,182,0,0,0,0,0,0,0
180,14,183,0,0,0,0,0,0,0
181,15.01,184,0,0,0,0,0,0,0
182,16.01,185,0,0,0,0,0,0,0
183,17.01,186,0,0,0,0,0,0,0
184,18,187,0,0,0,0,0,0,0
185,19,188,0,0,0,0,0,0,0
186,20,189,0,0,0,0,0,0,0
187,21.01,190,0,0,0,0,0,0,0
188,22,191,0,0,0,0,0,0,0
189,23,192,0,0,0,0,0,0,0
190,23.27,193,0,0,0,0,0,0,0
191,24.27,194,0,0,0,0,0,0,0
192,25.27,195,0,0,0,0,0,0,0
193,27.25,196,0,0,0,0,0,0,0
194,30.34,197,0,0,0,0,0,0,0
195,31.34,198,0,0,0,0,0,0,0
196,32.35,199,0,0,0,0,0,0,0
197,33.35,200,0,0,0,0,0,0,0
198,34.35,201,0,0,0,0,0,0,0
199,35.35,202,0,0,0,0,0,0,0
200,36.35,203,0,0,0,0,0,0,0
201,37.35,204,0,0,0,0,0,0,0
202,38.34,205,0,0,0,0,0,0,0
203,39.34,206,0,0,0,0,0,0,0
204,40.35,207,0,0,0,0,0,0,0
205,41.35,208,0,0,0,0,0,0,0
206,42.35,209,0,0,0,0,0,0,0
207,43.35,210,0,0,0,0,0,0,0
208,44.35,211,0,0,0,0,0,0,0
209,45.35,212,0,0,0,0,0,0,0
210,46.35,213,0,0,0,0,0,0,0
211,47.34,214,0,0,0,0,0,0,0
212,48.34,215,0,0,0,0,0,0,0
213,49.35,216,0,0,0,0,0,0,0
214,50.35,217,0,0,0,0,0,0,0
215,51.35,218,0,0,0,0,0,0,0
216,52.35,219,0,0,0,0,0,0,0
217,53.35,220,0,0,0,0,0,0,0
218,54.35,221,0,0,0,0,0,0,0
219,55.34,222,0,0,0,0,0,0,0
220,56.34,223,0,0,0,0,0,0,0
221,57.34,224,0,0,0,0,0,0,0
222,58.35,225,0,0,0,0,0,0,0
223,59.35,226,0,0,0,0,0,0,0
224,60.35,227,0,0,0,0,0,0,0
225,61.35,228,0,0,0,0,0,0,0
226,62.35,229,0,0,0,0,0,0,0
227,63.35,230,0,0,0,0,0,0,0
228,64.34,231,0,0,0,0,0,0,0
229,65.34,232,0,0,0,0,0,0,0
230,66.35,233,0,0,0,0,0,0,0
231,67.35,234,0,0,0,0,0,0,0
232,68.35,235,0,0,0,0,0,0,0
233,69.35,236,0,0,0,0,0,0,0
234,70.35,237,0,0,0,0,0,0,0
235,71.35,238,0,0,0,0,0,0,0
236,72.35,239,0,0,0,0,0,0,0
237,73.34,240,0,0,0,0,0,0,0
238,74.34,241,0,0,0,0,0,0,0
239,75.35,242,0,0,0,0,0,0,0
240,76.35,243,0,0,0,0,0,0,0
241,77.35,244,0,0,0,0,0,0,0
242,78.35,245,0,0,0,0,0,0,0
243,79.35,246,0,0,0,0,0,0,0
244,80.35,247,0,0,0,0,0,0,0
245,81.34,248,0,0,0,0,0,0,0
246,82.34,249,0,0,0,0,0,0,0
247,83.35,250,0,0,0,0,0,0,0
248,84.35,251,0,0,0,0,0,0,0
249,85.35,252,0,0,0,0,0,0,0
250,86.35,253,0,0,0,0,0,0,0
251,87.35,254,0,0,0,0,0,0,0
252,88.35,255,0,0,0,0,0,0,0
253,89.35,256,0,0,0,0,0,0,0
254,90.34,257,0,0,0,0,0,0,0
255,91.34,258,0,0,0,0,0,0,0
256,92.35,259,0,0,0,0,0,0,0
257,93.35,260,0,0,0,0,0,0,0
258,94.35,261,0,0,0,0,0,0,0
259,95.35,262,0,0,0,0,0,0,0
260,96.35,263,0,0,0,0,0,0,0
261,97.35,264,0,0,0,0,0,0,0
262,98.35,265,0,0,0,0,0,0,0
263,99.35,266,0,0,0,0,0,0,0
264,100.35,267,0,0,0,0,0,0,0
265,101.35,268,0,0,0,0,0,0,0
266,102.35,269,0,0,0,0,0,0,0
267,103.35,270,0,0,0,0,0,0,0
268,104.35,271,0,0,0,0,0,0,0
269,105.35,272,0,0,0,0,0,0,0
270,106.35,273,0,0,0,0,0,0,0
271,107.35,274,0,0,0,0,0,0,0
272,108.35,275,0,0,0,0,0,0,0
273,109.35,276,0,0,0,0,0,0,0
274,110.35,277,0,0,0,0,0,0,0
275,111.35,278,0,0,0,0,0,0,0
276,112.35,279,0,0,0,0,0,0,0
277,113.35,280,0,0,0,0,0,0,0
278,114.34,281,0,0,0,0,0,0,0
279,115.35,282,0,0,0,0,0,0,0
280,116.35,283,0,0,0,0,0,0,0
281,117.35,284,0,0,0,0,0,0,0
282,118.35,285,0,0,0,0,0,0,0
283,119.35,286,0,0,0,0,0,0,0
284,120.35,287,0,0,0,0,0,0,0
285,121.35,288,0,0,0,0,0,0,0
286,122.35,289,0,0,0,0,0,0,0
287,123.35,290,0,0,0,0,0,0,0
288,124.35,291,0,0,0,0,0,0,0
289,125.35,292,0,0,0,0,0,0,0
290,126.35,293,0,0,0,0,0,0,0
291,127.35,294,0,0,0,0,0,0,0
292,128.35,295,0,0,0,0,0,0,0
293,129.35,296,0,0,0,0,0,0,0
294,130.35,297,0,0,0,0,0,0,0
295,131.35,298,0,0,0,0,0,0,0
296,132.35,299,0,0,0,0,0,0,0
297,133.35,300,0,0,0,0,0,0,0
298,134.35,301,0,0,0,0,0,0,0
299,135.35,302,0,0,0,0,0,0,0
300,136.35,303,0,0,0,0,0,0,0
301,137.35,304,0,0,0,0,0,0,0
302,138.35,305,0,0,0,0,0,0,0
303,139.35,306,0,0,0,0,0,0,0
304,140.35,307,0,0,0,0,0,0,0
305,141.35,308,0,0,0,0,0,0,0
306,142.35,309,0,0,0,0,0,0,0
307,143.35,310,0,0,0,0,0,0,0
308,144.35,311,0,0,0,0,0,0,0
309,145.35,312,0,0,0,0,0,0,0
310,146.35,313,0,0,0,0,0,0,0
311,147.35,314,0,0,0,0,0,0,0
312,148.35,315,0,0,0,0,0,0,0
313,149.35,316,0,0,0,0,0,0,0
314,150.35,317,0,0,0,0,0,0,0
315,151.35,318,0,0,0,0,0,0,0
316,152.35,319,0,0,0,0,0,0,0
317,153.35,320,0,0,0,0,0,0,0
318,154.35,321,0,0,0,0,0,0,0
319,155.35,322,0,0,0,0,0,0,0
320,156.35,323,0,0,0,0,0,0,0
321,157.35,324,0,0,0,0,0,0,0
322,158.35,325,0,0,0,0,0,0,0
323,159.35,326,0,0,0,0,0,0,0
324,160.35,327,0,0,0,0,0,0,0
325,161.35,328,0,0,0,0,0,0,0
326,162.35,329,0,0,0,0,0,0,0
327,163.35,330,0,0,0,0,0,0,0
328,164.35,331,0,0,0,0,0,0,0
329,165.35,332,0,0,0,0,0,0,0
330,166.35,333,0,0,0,0,0,0,0
331,167.35,334,0,0,0,0,0,0,0
332,168.35,335,0,0,0,0,0,0,0
333,169.35,336,0,0,0,0,0,0,0
334,170.35,337,0,0,0,0,0,0,0
335,171.35,338,0,0,0,0,0,0,0
336,172.35,339,0,0,0,0,0,0,0
337,173.35,340,0,0,0,0,0,0,0
338,174.35,341,0,0,0,0,0,0,0
339,175.35,342,0,0,0,0,0,0,0
340,176.35,343,0,0,0,0,0,0,0
341,177.35,344,0,0,0,0,0,0,0
342,178.35,345,0,0,0,0,0,0,0
343,179.35,346,0,0,0,0,0,0,0
344,180.35,347,0,0,0,0,0,0,0
345,181.35,348,0,0,0,0,0,0,0
346,182.35,349,0,0,0,0,0,0,0
347,183.35,350,0,0,0,0,0,0,0
348,184.35,351,0,0,0,0,0,0,0
349,185.35,352,0,0,0,0,0,0,0
350,186.35,353,0,0,0,0,0,0,0
351,187.35,354,0,0,0,0,0,0,0
352,188.35,355,0,0,0,0,0,0,0
353,189.35,356,0,0,0,0,0,0,0
354,190.35,357,0,0,0,0,0,0,0
355,191.35,358,0,0,0,0,0,0,0
356,192.35,359,0,0,0,0,0,0,0
357,193.35,360,0,0,0,0,0,0,0
358,194.35,361,0,0,0,0,0,0,0
359,195.35,362,0,0,0,0,0,0,0
360,196.35,363,0,0,0,0,0,0,0
361,197.35,364,0,0,0,0,0,0,0
362,198.35,365,0,0,0,0,0,0,0
363,199.35,366,0,0,0,0,0,0,0
364,200.35,367,0,0,0,0,0,0,0
365,201.35,368,0,0,0,0,0,0,0
366,202.35,369,0,0,0,0,0,0,0
367,203.35,370,0,0,0,0,0,0,0
368,204.35,371,0,0,0,0,0,0,0
369,205.35,372,0,0,0,0,0,0,0
370,206.35,373,0,0,0,0,0,0,0
371,207.35,374,0,0,0,0,0,0,0
372,208.35,375,0,0,0,0,0,0,0
373,209.35,376,0,0,0,0,0,0,0
374,210.24,377,0,0,0,0,0,0,0
375,210.68,378,0,0,0,0,0,0,0
376,211.68,379,0,0,0,0,0,0,0
377,212.68,380,0,0,0,0,0,0,0
378,213.68,381,0,0,0,0,0,0,0
379,214.49,382,0,0,0,0,0,0,0
380,215.49,383,0,0,0,0,0,0,0
381,216.49,384,0,0,0,0,0,0,0
382,217.49,385,0,0,0,0,0,0,0
383,218.49,386,0,0,0,0,0,0,0
384,219.49,387,0,0,0,0,0,0,0
385,220.49,388,0,0,0,0,0,0,0
386,221.49,389,0,0,0,0,0,0,0
387,222.49,390,0,0,0,0,0,0,0
388,223.49,391,0,0,0,0,0,0,0
389,224.49,392,0,0,0,0,0,0,0
390,225.49,393,0,0,0,0,0,0,0
391,226.49,394,0,0,0,0,0,0,0
392,0,396,0,0,0,0,0,0,0
393,1,397,0,0,0,0,0,0,0
394,2,398,0,0,0,0,0,0,0
395,3,399,0,0,0,0,0,0,0
396,4,400,0,0,0,0,0,0,0
397,5,401,0,0,0,0,0,0,0
398,6,402,0,0,0,0,0,0,0
399,7,403,0,0,0,0,0,0,0
400,8,404,0,0,0,0,0,0,0
401,9,405,0,0,0,0,0,0,0
402,10,406,0,0,0,0,0,0,0
403,11,407,0,0,0,0,0,0,0
404,12,408,0,0,0,0,0,0,0
405,13,409,0,0,0,0,0,0,0
406,14,410,0,0,0,0,0,0,0
407,15,411,0,0,0,0,0,0,0
408,16,412,0,0,0,0,0,0,0
409,17,413,0,0,0,0,0,0,0
410,18,414,0,0,0,0,0,0,0
411,19,415,0,0,0,0,0,0,0
412,20,416,0,0,0,0,0,0,0
413,21,417,0,0,0,0,0,0,0
414,22,418,0,0,0,0,0,0,0
415,23,419,0,0,0,0,0,0,0
416,24,420,0,0,0,0,0,0,0
417,25,421,0,0,0,0,0,0,0
418,26,422,0,0,0,0,0,0,0
419,27,423,0,0,0,0,0,0,0
420,28,424,0,0,0,0,0,0,0
421,29,425,0,0,0,0,0,0,0
422,30,426,0,0,0,0,0,0,0
423,31,427,0,0,0,0,0,0,0
424,32,428,0,0,0,0,0,0,0
425,33,429,0,0,0,0,0,0,0
426,34,430,0,0,0,0,0,0,0
427,35,431,0,0,0,0,0,0,0
428,36,432,0,0,0,0,0,0,0
429,37,433,0,0,0,0,0,0,0
430,38,434,0,0,0,0,0,0,0
431,39,435,0,0,0,0,0,0,0
432,40,436,0,0,0,0,0,0,0
433,41,437,0,0,0,0,0,0,0
434,42,438,0,0,0,0,0,0,0
435,43,439,0,0,0,0,0,0,0
436,44,440,0,0,0,0,0,0,0
437,45,441,0,0,0,0,0,0,0
438,46,442,0,0,0,0,0,0,0
439,47,443,0,0,0,0,0,0,0
440,48,444,0,0,0,0,0,0,0
441,49,445,0,0,0,0,0,0,0
442,50,446,0,0,0,0,0,0,0
443,51,447,0,0,0,0,0,0,0
444,52,448,0,0,0,0,0,0,0
445,53,449,0,0,0,0,0,0,0
446,54,450,0,0,0,0,0,0,0
447,55,451,0,0,0,0,0,0,0
448,56,452,0,0,0,0,0,0,0
449,57,453,0,0,0,0,0,0,0
450,58,454,0,0,0,0,0,0,0
451,59,455,0,0,0,0,0,0,0
452,60,456,0,0,0,0,0,0,0
453,61,457,0,0,0,0,0,0,0
454,62,458,0,0,0,0,0,0,0
455,63,459,0,0,0,0,0,0,0
456,63.74,460,0,0,0,0,0,0,0
457,64.74,461,0,0,0,0,0,0,0
458,65.74,462,0,0,0,0,0,0,0
459,66.74,463,0,0,0,0,0,0,0
460,67.74,464,0,0,0,0,0,0,0
461,68.74,465,0,0,0,0,0,0,0
462,69.74,466,0,0,0,0,0,0,0
463,70.74,467,0,0,0,0,0,0,0
464,71.74,468,0,0,0,0,0,0,0
